Finca,Descripcion,K_USLE,pH,C_Oxid,MO,P.BrayII,Ca,Mg,K,CIC,Fe,Mn,Cu,Zn,B,S,CE,N_Total,D_APAREN,D_REAL,POROSIDAD,Macroporos,Mesoporos,Microporos,Hum_campo,Hum_grav_Sat,Hum_vol_Sat,C.C,PMP,CHS,Infiltracion,LAA,X_.6.3.mm,X_6.4mm,X_4.2mm,X_2.1mm,X_1.0.5mm,X_0.5.0.25mm,X_0.25.0.125mm,X_.0.125mm,Est_agre_sin_arenas,Arcilla,Limo,Arena,Ind_plast,MO.75um,MO.53um,MO.53um.1
Finca1,CAR001,0.144682222,4.44,2.373,5.512,4.87,0.77,0.27,0.07,17.66,47.99,12.13,0.828,1.622,0.792,29.68,0.21,1487.8,1.06294886,2.501368792,57.50531214,18.06538032,13.75600723,25.68392459,13.58803459,50.51376656,53.69355059,39.43993182,25.68392459,110.1802322,174.114603,14.6219322,15.77714825,20.79792257,25.05193579,18.26723324,10.47403211,4.651558074,2.746931067,2.233238905,2.65,48.92,41.65,9.44,16.55,27.37,24.27,30.48
Finca1,CAR002,0.110084294,4.4,2.705,6.285,3.61,1.39,0.95,0.46,20.08,16,6.441,0.028,0.283,0.519,23.69,3.2,1478.8,0.96644105,2.439475399,60.38324264,20.32074691,13.5423401,26.52015563,24.4729922,55.83049532,53.95688251,40.06249573,26.52015563,39.9253544,64.36944893,13.08787338,10.07417297,18.1479009,26.24091381,18.07150274,12.49517876,7.100578549,4.670672007,3.199080255,3.1,53.48,39.5,7.02,17.63,31.91,28.2,32.19
Finca1,CAR003,0.09174021,5.09,3.182,7.392,7.96,1.66,0.29,0.42,24.36,11.74,4.392,0.582,2.165,0.966,31.87,0.5,1593.6,1.055747885,2.48557497,57.52500333,14.18026269,15.94027747,27.40446317,17.517683,53.89235341,56.89673815,43.34474065,27.40446317,26.01081289,41.22181458,16.82891424,15.80957079,22.13418846,26.83867785,16.200296,9.316230883,4.55648742,2.658115442,2.486433152,3.16,53.29,38.8,7.91,21.38,42.92,38.91,41.92
Finca1,CAR004,0.115240767,5.41,2.698,6.269,2.88,2.74,1.32,0.81,24.45,31.42,15.15,0.441,1.814,1.142,25.04,0.19,1870.4,0.883187157,2.522616792,64.98924609,22.17912941,16.60872359,26.20139309,21.08959196,70.12123004,61.93016981,42.81011668,26.20139309,88.16102168,143.2616602,14.66861137,23.48906021,23.33548341,21.76388078,14.35328808,8.051519898,4.380010443,2.68657022,1.940186954,3,52.62,40.82,6.55,23.09,38.66,37.68,40.98
Finca1,CAR005,0.203087614,5.03,2.496,5.799,1.75,0.49,0.73,0.09,22.04,57.01,15.98,0.255,1.494,0.711,22.45,0.1,1873,1.167558612,2.384643351,51.03843884,6.106178839,15.1439145,29.78834551,12.33160999,47.4878031,55.4447935,44.93226001,29.78834551,4.776181401,7.641890242,17.6814078,23.18827385,24.74417334,26.35469774,12.87144938,5.529861617,2.537327021,1.817188638,2.957028405,3.09,49.91,43.68,6.41,18.61,33.95,28.41,33.14
Finca1,CAR006,0.139745814,5.16,2.812,6.533,2.02,1.54,1.48,0.15,27.49,15.76,5.282,0.267,0.47,0.819,28.47,0.2,2351.8,0.942390496,2.356239092,60.00446225,13.56806556,19.19691896,27.23947774,13.909205,66.63348769,62.79476549,46.43639669,27.23947774,10.36934101,16.45701675,18.09099397,9.260579901,19.45388008,29.6349817,18.82424697,10.53016796,5.549404148,3.524444027,3.222295205,2.94,53.73,40.89,5.38,20.17,40.95,37.23,38.83
Finca1,CAR007,0.211947346,5.18,3.026,7.03,1.13,1.34,1.86,0.97,27.98,10.99,6.931,0.239,0.889,0.587,27.74,0.24,2756.1,1.009134673,2.384325428,57.67630284,4.099397633,16.59973139,36.97717382,23.76426645,62.27640589,62.84528052,53.57690521,36.97717382,0,0,16.75136451,17.76324778,24.14853128,26.73855763,14.17780814,7.11622914,3.819654533,2.868156534,3.36781497,3.12,68.86,24.74,6.4,20.35,42.15,38.21,43.5
Finca1,CAR008,0.193745952,5.28,3.37,7.83,1.69,4.88,3.34,0.48,25.79,18.08,5.826,0.239,0.448,0.842,30.13,0.42,3135.9,0.870658431,2.647741593,67.11694097,31.36516244,10.62344703,25.1283315,14.12455876,64.86880107,56.47856856,35.75177853,25.1283315,0.594545403,0.951272644,9.24939372,18.0234059,25.5055503,26.8574133,14.02547113,6.774804234,3.523793133,2.516134584,2.773427416,3.32,60.82,32.97,6.21,20.08,50.69,46.06,48
Finca1,CAR009,0.090399062,5.19,4.019,9.337,2.93,0.97,1.58,0.98,29.3,5.866,7.658,0.129,1.28,0.986,39.03,0.83,3262.9,0.865485349,2.515303749,65.59121938,21.73739984,11.18170063,32.67211891,27.81544847,68.84968992,59.5883979,43.85381954,32.67211891,14.95193389,23.78181611,9.67759807,5.590818056,14.46541365,27.05823448,18.30765676,12.41411185,7.275458327,5.996764751,8.891542135,3.1,41.55,50.11,8.34,21.35,46.28,37.62,39.88
Finca1,CAR010,0.078625103,4.98,2.439,5.665,1.09,1.26,1.5,0.8,22.29,13.94,6.357,0.254,0.758,0.359,25.07,1.54,1796.3,1.033444049,2.415920639,57.22359285,10.6999534,10.91554051,35.60809894,23.29911964,57.92729928,59.86462271,46.52363945,35.60809894,100.2442937,160.5114042,11.28060038,22.51934327,28.87809021,23.15531232,13.17701453,6.481411587,2.909039441,1.675787885,1.204000755,5.27,63.4,32.18,4.42,24.51,39.49,38.86,42.83
Finca1,CAR011,0.127501936,5.96,3.361,7.807,0.8,3.21,2.21,2.15,34.81,3.169,6.003,0.064,0.919,0.592,35.13,0.21,2651.1,0.822941958,2.262911206,63.63348433,18.56389756,23.00110324,22.06848352,19.65283832,66.92990103,55.07942382,45.06958676,22.06848352,15.96037168,25.36727051,18.92857295,10.02633119,15.87965672,22.99297835,18.22605812,12.93739029,8.477667252,7.006046421,4.45387166,3.25,43.33,50.75,5.93,20.11,51.82,46.32,47.59
Finca1,CAR012,0.067303235,5.46,2.133,4.956,0.53,1.4,1.33,0.65,22.38,17.7,4.117,0.163,1.415,0.441,17.14,0.12,1497.5,0.905724427,2.450020008,63.03195794,13.06277714,17.10259942,32.86658138,24.43725995,76.94832029,69.69397331,49.9691808,32.86658138,111.7226018,177.5708936,15.49024206,18.6807039,21.222663,23.31095514,19.82606042,9.365273116,3.976197742,2.17271895,1.445427729,3.04,67.78,27.29,4.93,19.91,31.56,29.91,32.48
Finca1,CAR013,0.087211029,5.14,2.432,5.65,1.03,1.82,1.04,0.24,28.72,11.8,3.542,0.223,0.143,0.524,27.96,0.13,1902.8,0.882044141,2.401516289,63.27136545,8.545298832,22.93060354,31.79546309,28.4866539,78.34361775,69.10252904,54.72606662,31.79546309,40.27285647,63.41817628,20.2258045,7.212553774,16.60735237,26.43527571,19.89147438,14.3244036,7.927258506,4.912006257,2.689675401,3.31,60.8,33.09,6.11,15.82,35.91,36.62,39.45
Finca1,CAR014,0.119701716,5.49,2.496,5.799,1.37,2.09,1.14,0.24,23.6,6.308,12.42,0.127,2.354,0.579,28.75,0.17,2291.2,0.944994941,2.344807253,59.69839567,18.48033161,6.132784324,35.08527973,25.11856705,63.15046434,59.67686935,41.21806405,35.08527973,10.86451646,17.21803486,5.795450164,10.32465675,23.30306064,29.88558352,16.75843822,9.465102975,4.915617849,2.977688787,2.369851259,3.31,60.33,33.91,5.76,18.56,41.5,41.32,46.55
Finca1,CAR015,0.148380942,5.72,2.967,6.894,2.19,1.29,0.87,0.34,28.9,3.953,26.56,0.061,2.482,0.824,28.78,0.17,2320,1.152540523,2.369119599,51.35152636,5.690011395,7.505118381,38.15639659,28.4911761,46.77480537,53.90985867,45.66151497,38.15639659,9.960661517,15.85454407,8.649953068,22.61090991,27.01222273,25.99592576,12.17971933,5.667722952,2.847442282,1.886600272,1.799456768,4.2,50,43.12,6.88,15.27,42.78,39.3,41.35
Finca1,CAR016,0.098950433,5.07,2.702,6.276,1.37,1.99,0.68,0.37,24.67,7.748,10.35,0.117,1.102,0.916,24.56,0.43,1878.5,1.022738691,2.342542629,56.34065831,11.37174664,15.37545594,29.59345573,18.28199455,59.23459837,60.58151557,44.96891167,29.59345573,19.8626044,31.70908814,15.72507367,14.47505669,23.43197279,26.4478458,14.75056689,9.997732426,5.295918367,3.209750567,2.391156463,3.26,56.33,37.88,5.79,13.26,37.37,37.29,40.61
Finca1,CAR017,0.183395707,4.76,1.524,3.54,0.66,0.61,0.53,0.28,24.48,17.45,7.177,0.121,0.503,0.237,20.82,0.57,907.9,1.062485712,2.411689782,55.94434575,5.714428888,21.15520424,29.07471262,24.6335793,53.41958961,56.7575507,50.22991686,29.07471262,64.42012791,103.1496637,22.47710224,1.350259665,2.732833237,8.872475476,25.85227928,28.50317369,15.16214657,7.177149452,10.34968263,3.3,49.38,43.69,6.93,11,20.79,17.73,18.58
Finca1,CAR018,0.112586042,4.22,1.939,4.508,3.91,1.05,0.13,0.25,22.24,23.86,8.212,0.122,1.069,1.12,27.34,1.3,1391.2,0.910502612,2.384304787,61.81265847,13.17113015,19.1221995,29.51932882,26.2331527,68.37339632,62.25415595,48.64152832,29.51932882,109.1036488,172.7828213,17.4108126,6.631856334,14.64766738,27.00858872,20.59633028,13.41011126,7.921139957,5.456763615,4.327542456,3.2,58.18,35.95,5.87,16.07,29.04,30.47,34.89
Finca2,HAR 001,0.317564532,6.13,1.636,3.8,0.96,4.65,5.88,0.26,24.9,4.843,14.96,0.631,0.696,0,26.81,0.149,1051,1.115657768,2.554633867,56.32807572,12.85113958,2.805183792,40.67175235,39.60601982,51.44173906,57.39137578,43.47693615,40.67175235,0,0,3.129625089,69.61579822,14.10695083,8.700752762,3.679082348,1.655424121,0.547463095,0.756020465,0.938508163,3.12,50.5,39.09,10.4,21.89,23.94,23.55,25.4
Finca2,HAR 002,0.27222841,5.99,2.119,4.923,8.15,0.93,0.45,0.67,14.2,14.26,34.19,1.137,0.864,0.185,20.66,0.193,1421,1.09269577,2.571428571,57.50627561,21.3606234,4.280435873,31.86521634,35.20422913,51.65613513,56.44444035,36.14565221,31.86521634,0.401312082,0.634181763,4.677214172,43.15971846,24.76881429,18.54250135,8.129940444,2.746074716,1.017866811,0.677855983,0.957227937,4.62,49.67,41.45,8.88,16.84,28.71,25.64,29.73
Finca2,HAR 003,0.165949912,5.74,1.855,4.31,1.15,0.5,0.98,0.56,14.4,13.21,41.12,1.515,2.968,0.071,19.97,0.181,1408,1.078798665,2.582387987,58.22476442,25.08377301,4.036640322,29.10435109,32.62147692,52.74270128,56.89875573,33.14099142,29.10435109,1.703176389,2.733323398,4.354722191,18.2031166,21.31004836,24.84793122,20.89091886,10.09242343,2.867275658,1.06824288,0.720042988,2.42,66.08,25.63,8.29,23.39,24.95,24.59,28.9
Finca2,HAR 004,0.066810961,5.17,1.899,4.413,3.82,1.92,1.41,0.5,14.07,5.455,21.08,1.032,5.514,0.133,34.65,0.343,1396,1.175609574,2.629041515,55.28371966,14.43589796,4.274467111,36.57335459,37.45259871,47.78608075,56.17777404,40.8478217,36.57335459,18.7562024,29.96508829,5.02510446,14.71770744,18.05389222,22.93733961,20.32292558,14.72626176,6.007271172,2.245508982,0.989093242,2.36,67.58,26.55,5.87,25.21,27.48,28.01,28.09
Finca2,HAR 005,0.29680277,5.75,1.95,4.53,1.75,1.43,0.65,0.27,14.4,19.06,42.12,1.22,1.817,0.149,22.08,0.213,1271,1.114395033,2.518972746,55.75994086,22.33148776,3.549663617,29.87878948,32.3081614,50.05793272,55.78431157,33.42845309,29.87878948,0,0,3.955727503,16.23483446,20.7721571,23.89368702,20.30228254,11.91548427,3.862841867,1.60394818,1.414764549,2.22,51.04,38.59,10.37,18.3,27.56,24.49,28.11
Finca2,HAR 006,0.237077811,5.94,2.551,5.925,2.48,1.95,1.6,0.72,17.3,7.181,52.19,1.454,6.46,0.547,29.44,0.27,1795,1.037029581,2.490779902,58.36526622,13.97363085,4.698739729,39.69289564,43.2108543,60.11129405,62.33719009,44.39163537,39.69289564,0,0,4.872732093,23.1631265,23.83697813,24.0242754,16.43402741,8.401171916,2.670294025,0.916605629,0.553520979,2.79,60.21,30.46,9.33,23.84,40.99,38.3,42.84
Finca2,HAR 007,0.303857221,5.61,2.039,4.737,2.2,0.31,0.48,0.42,15.8,18.63,36.91,0.447,6.773,0.447,26.07,0.165,1310,1.217434795,2.478116436,50.87257492,14.9094337,4.170353542,31.79278769,31.50005278,41.51272036,50.53903021,35.96314123,31.79278769,0,0,5.07713351,24.03463293,22.08834509,22.95105765,17.36001659,8.689340523,2.586063874,1.202820406,1.087722937,4.65,48.61,40.48,10.91,18.43,29.91,26.43,32.64
Finca2,HAR 008,0.320242266,6.22,1.836,4.265,3.53,1.35,0.78,0.09,13.5,18.59,13.2,0.749,3.555,0.334,21.81,0.147,1166,1.246083724,2.514865097,50.4512697,11.54644144,7.529021734,31.37580653,37.04368642,42.66051124,53.15856873,38.90482826,31.37580653,0,0,9.381791443,10.32944562,15.10224174,22.57952136,23.61784308,17.77264465,6.202665859,2.43108149,1.964556195,1.21,44.38,39.25,16.37,17.32,28.72,25.78,29.32
Finca2,HAR 009,0.279698138,5.34,1.735,4.032,5.38,4.02,2.02,0.09,12.62,14.41,40.84,2.949,1.125,0.467,39.63,0.198,1086,1.315446505,2.596259195,49.33300546,9.796905612,4.192708852,35.343391,32.68341417,37.47079392,49.29082489,39.53609985,35.343391,0,0,5.515284205,30.16403543,23.0974201,21.96380439,14.22718521,6.117828263,2.285714286,1.130535233,1.013477089,3.57,54.74,34.5,10.76,24.2,20.93,23.21,25.61
Finca2,HAR 010,0.214226965,5.46,2.292,5.326,6.38,3.13,2.46,0.13,14.58,10.89,24.15,1.985,1.579,0.626,40.49,0.249,1235,1.400870704,2.595877777,46.03479732,9.863495673,3.916852711,32.25444893,27.27806553,32.38225729,45.36335556,36.17130164,32.25444893,1.79815162,2.853817933,5.487004214,25.85684369,20.86861513,22.30329991,16.85071734,9.121889674,2.79522899,1.325425007,0.877980255,2.03,51.43,37.5,11.07,19.13,28.4,29.14,32.37
Finca2,HAR 011,0.252811363,5.11,1.723,4.004,6.42,0.74,0.56,0.37,11.81,5.097,15.22,1.916,1.083,0.884,38.31,0.179,1244,1.313103266,2.639886405,50.25909965,7.1618878,5.329691423,37.76752042,36.03758318,39.52509123,51.9005264,43.09721185,37.76752042,0,0,6.998435216,24.11584028,22.99254059,24.96489688,17.02281703,7.504022232,1.989176539,0.911218371,0.49948808,1.61,58.25,27.98,13.77,20.77,24.73,25.77,25.52
Finca2,HAR 012,0.081653812,5.99,2.173,5.049,1.09,0.57,0.35,0.41,14.4,8.635,29.79,0.475,2.528,0.478,28.08,0.125,1755,1.217960827,2.529701199,51.85356959,9.211812663,4.98232833,37.6594286,37.15616108,43.54574459,53.0370111,42.64175693,37.6594286,19.9504646,31.70908814,6.068280735,34.07165179,24.82844164,22.18821483,11.71268404,4.276877477,0.956860724,1.201713973,0.763555527,5.85,60.91,30.19,8.9,22.14,29.68,29.63,30.52
Finca2,HAR 013,0.205244956,6.21,1.731,4.022,9.72,1.57,1.53,0.35,14.5,6.784,35.58,0.809,3.273,0.562,31.22,0.251,1807,1.295073556,2.582835974,49.85846687,14.24741485,3.658713616,31.95233841,28.47365383,39.2215717,50.79482032,35.61105203,31.95233841,3.009840619,4.756363221,4.738303252,19.42612369,19.38622227,23.9455463,20.23001995,11.22403474,3.345851426,1.378946133,1.063255486,1.88,50.5,38.33,11.17,20.04,29.84,30.86,30.92
Finca2,HAR 014,0.153047116,5.94,1.927,4.477,2.6,1.62,0.78,0.54,16.35,6.609,29.67,1.383,1.02,0.396,41.08,0.18,1949,1.118706219,2.571820221,56.50138333,22.75344929,4.363792713,29.38414133,32.51570899,49.02717844,54.84700943,33.74793404,29.38414133,7.045980795,11.25672629,4.881802048,24.37246964,24.317139,25.0634278,15.8488529,6.380566802,1.5317139,1.353576248,1.132253711,2.12,53.56,36.94,9.5,27.48,29.28,28.74,33.87
Finca2,HAR 015,0.195979968,5.27,2.221,5.159,3.31,0.25,3.15,0.5,16.3,8.962,17.95,1.025,1.493,0.706,46.92,0.219,1534,1.139150818,2.556487252,55.44077848,14.29554585,4.722208653,36.42302398,38.92305691,48.53862019,55.29280889,41.14523263,36.42302398,1.145781312,1.826443477,5.379307849,14.31931575,19.40128297,28.9862992,23.28502415,9.697473668,2.619783005,1.004989309,0.685831947,2.47,66.27,28.43,5.3,24.08,36.73,37.67,35
Finca2,HAR 016,0.286439694,6.74,1.812,4.21,2.69,3.36,4.76,1.17,24,11.43,30.31,0.597,2.658,0.416,36.6,0.326,1019,1.029120451,2.553200545,59.6929253,20.69835526,4.826213944,34.1683561,41.03120702,57.85333563,59.53805084,38.99457004,34.1683561,0,0,4.96675547,39.52643256,23.22890368,21.2569811,10.67056843,3.326065335,0.839645016,0.701935583,0.449468289,5.78,56.03,39.3,4.67,28.39,29,31.79,30.79
Finca2,HAR 017,0.258373082,6.5,2.329,5.411,6.62,2.87,1.92,0.87,21.5,2.259,12.51,0.456,2.254,0.279,33.13,0.304,1654,1.181760728,2.551071297,53.67590357,12.10076062,4.7274889,36.84765405,36.49778281,48.29323521,57.07104878,41.57514295,36.84765405,0,0,5.586760721,17.24332881,21.04025328,22.73857983,18.5085934,12.92853912,4.918588874,1.70737223,0.91474446,2.48,56.18,34.85,8.97,25.23,36.49,36.9,36.88
Finca2,HAR 018,0.389313602,6.38,1.526,3.544,3.23,1.49,1.96,0.52,16.3,3.885,8.555,1.779,1.987,0.495,27.39,0.172,1130,1.209323032,2.610892216,53.68161792,7.587645061,1.999820733,44.09415212,43.70333499,44.3504231,53.63398815,46.09397286,44.09415212,0,0,2.418429273,22.27916022,22.55454455,25.03442304,18.14413673,8.160744957,2.336508297,0.924098968,0.566383238,2.25,42.45,51.04,6.52,24.74,26.69,29.82,31.1
Finca3,JES001,0.236650457,5.87,2.627,6.103,1.63,1.18,1.46,0.57,15.69,30.26,157.2,0.457,1.112,0.774,29.04,0.45,1875.6,0.917030903,2.361811558,61.17256265,25.17937801,7.895251588,28.09793305,32.0874965,56.2307405,51.56532673,35.99318464,28.09793305,43.50152694,69.75999391,7.240189692,19.49047582,20.74547307,23.50944579,18.51924434,10.79956103,4.232970134,1.628125735,1.074704084,2.96,49.82,42.83,7.35,21.29,38.49,34.93,35.7
Finca3,JES002,0.327935142,5.7,2.347,5.452,1.48,0.62,1.03,0.14,13.85,41.93,211.2,1.043,0.984,0.652,22.65,0.26,1460.4,0.941055117,2.41398975,61.01660674,25.26277087,13.27469333,22.47914254,21.27737645,56.3880289,53.06424315,35.75383587,22.47914254,2.593560398,4.122181458,12.49221809,16.70954412,18.6203679,26.22700613,22.03412423,11.06304985,2.777259397,1.274993335,1.293655025,2.46,41.34,45.68,12.98,18.73,29.92,27.6,26.23
Finca3,JES003,0.330142161,5.44,2.939,6.828,0.42,2.35,0.92,0.11,23.37,14.6,213.7,0.487,3.392,0.537,19.84,0.35,2188.2,1.008643851,2.43269514,58.53800854,15.05625455,7.823825991,35.65792799,38.47814932,56.39271359,56.88016382,43.48175398,35.65792799,0,0,7.891453979,15.02972973,19.43783784,27.51981982,19.3045045,11.15135135,4.863063063,1.825225225,0.868468468,3.12,60.5,34.02,5.48,22.75,36.74,33.38,38.63
Finca3,JES004,0.370946635,5.38,2.9,6.737,1.92,6.47,1.19,0.17,22.32,48.77,123.1,0.351,1.687,0.855,27.88,0.53,1986.5,1.050084755,2.529562982,58.48750306,20.65543398,11.82052127,26.01154781,20.93873819,48.95661892,51.4085992,37.83206908,26.01154781,0.478111753,0.761018115,12.41254919,13.85315677,20.21045164,26.64577914,21.43769213,10.91629227,3.777488768,1.66233152,1.496807756,2.91,46.27,47.83,5.9,18.48,36.71,30.78,35.16
Finca3,JES005,0.21629585,5.31,1.901,4.417,0.31,1.09,1.51,0.25,18.24,24.33,180.3,0.524,0.696,0.433,19.95,0.46,1505.5,0.854658541,2.403629857,64.44300531,33.02731738,9.373874807,22.04181313,18.65309197,66.47793678,56.81593643,31.41568793,22.04181313,84.17347527,133.5903883,8.011462162,11.75466385,14.78968673,21.3498768,20.83773319,15.27455121,8.04470257,5.040478705,2.908306934,3.25,61.64,31.31,7.05,22.81,25.28,23.53,24.03
Finca3,JES006,0.479546511,5.52,2.053,4.769,8.87,0.24,1.26,0.18,13.78,56.93,108.1,0.785,1.103,0.9,21.67,0.28,1401.9,1.111987181,2.419226886,54.03543225,14.30033798,6.344420745,33.39067353,35.65058268,46.65703554,51.88202542,39.73509428,33.39067353,0,0,7.054914539,27.11852458,23.14232537,23.96012521,16.68170666,5.218408956,1.212599757,0.903809819,1.762499648,3.72,43.79,47.93,8.29,17.21,21.24,21.7,21.32
Finca3,JES007,0.322263182,5.7,2.256,5.24,0.86,0.72,0.87,0.17,13.85,49.6,173.4,0.406,1.558,0.481,24.06,0.3,1688.8,0.94548372,2.46728228,61.67914277,29.30406228,10.42326853,21.95181195,30.96192385,56.37719884,53.30372369,32.37508049,21.95181195,55.73875444,88.7854468,9.855030706,23.5678661,25.74741469,28.75116233,14.19313027,4.350643861,1.12147426,0.79743019,1.4708783,2.26,37.45,52.67,9.88,20.38,32.56,25.81,27.08
Finca3,JES008,0.327518345,5.43,1.839,4.273,0.71,1.88,0.99,0.39,17,19.06,55.32,0.391,0.663,0.987,16.61,0.34,1384.3,0.988512524,2.572119347,61.56817043,27.06821147,8.282925216,26.21703375,20.26678893,54.34023229,53.71600017,34.49995897,26.21703375,2.566641285,4.122181458,8.18777531,13.89357276,14.93156685,21.61173765,20.18066353,14.34358918,7.945910435,4.589948538,2.503011059,3.1,58.58,36.51,4.9,22.14,27.21,22.87,22.49
Finca3,JES009,0.378687956,5.8,2.109,4.9,0.34,0.55,1.18,0.27,13.86,45.99,57.72,0.563,1.209,0.507,24.34,0.25,1631.1,0.982986893,2.494800832,60.59858245,17.758086,8.785623891,34.05487257,34.22451835,59.85577441,58.83744169,42.84049646,34.05487257,1.477076993,2.35281434,8.636153129,12.04071831,14.1833658,21.62659765,23.01278117,16.90236678,7.357846146,3.257998239,1.618325907,0.89,53.82,42.28,3.9,22.61,22.68,17.99,18.05
Finca3,JES010,0.50635801,5.72,2.132,4.954,1.75,1.33,0.93,0.11,12.39,138.9,46.36,0.179,0.673,0.726,22.15,0.24,1344.5,1.227297413,2.453009303,49.96768209,7.405751106,7.803751985,34.758179,27.12321911,42.90234354,52.65393524,42.56193098,34.758179,0,0,9.577524623,19.7008992,20.62470421,21.64789399,18.71935637,10.0482726,4.445811642,2.720302887,2.09275911,2.31,41.02,51.99,6.99,14.24,31.52,27.4,29.56
Finca3,JES011,0.457287868,5.24,1.587,3.687,1.52,0.63,1.88,0.05,16.89,154.7,26.63,0.354,0.591,0.462,19.19,0.73,989.8,1.194112922,2.48983871,52.04055118,14.39324459,12.47726866,25.17003794,19.8862497,42.16234938,50.3466062,37.6473066,25.17003794,4.774088798,7.610181154,14.89926773,16.01315149,19.63955188,23.70920604,21.44544569,12.01656113,3.854115928,1.589137847,1.732830005,2.95,42.54,50.63,6.83,14.07,27.2,26.2,26.39
