plot_name,accession_name,DM_raw,DM_gravity,DM_nirs
202232DVGN6_momi_rep1_PAN7_78,PAN7,NA,35.02988551,NA
202232DVGN6_momi_rep1_PAR100_95,PAR100,NA,30.97478134,NA
202232DVGN6_momi_rep1_PAR110_99,PAR110,NA,26.9807998,NA
202232DVGN6_momi_rep1_PAR114_163,PAR114,NA,31.37343355,NA
202232DVGN6_momi_rep1_PAR128_107,PAR128,NA,25.08927393,NA
202232DVGN6_momi_rep1_PAR23_159,PAR23,NA,31.57458671,NA
202232DVGN6_momi_rep1_PAR36_68,PAR36,NA,29.70503876,NA
202232DVGN6_momi_rep1_PAR41_22,PAR41,NA,30.80134752,NA
202232DVGN6_momi_rep1_PAR81_44,PAR81,NA,29.44777413,NA
202232DVGN6_momi_rep1_PAR88_56,PAR88,NA,31.49127323,NA
202232DVGN6_momi_rep1_PAR9_55,PAR9,NA,30.20578231,NA
202232DVGN6_momi_rep1_PER222_12,PER222,NA,30.12347839,NA
202232DVGN6_momi_rep1_PER226_139,PER226,NA,30.81535889,NA
202232DVGN6_momi_rep1_PER234_36,PER234,NA,27.02279503,NA
202232DVGN6_momi_rep1_PER259_79,PER259,NA,23.21971552,NA
202232DVGN6_momi_rep1_PER297_60,PER297,NA,31.26954247,NA
202232DVGN6_momi_rep1_PER328_160,PER328,NA,25.83253558,NA
202232DVGN6_momi_rep1_PER342_59,PER342,NA,29.41262189,NA
202232DVGN6_momi_rep1_PER349_20,PER349,NA,35.12157233,NA
202232DVGN6_momi_rep1_PER405_144,PER405,NA,28.8526802,NA
202232DVGN6_momi_rep1_PER415_52,PER415,NA,30.2247867,NA
202232DVGN6_momi_rep1_PER418_83,PER418,NA,27.51428571,NA
202232DVGN6_momi_rep1_PER457_93,PER457,NA,31.07870013,NA
202232DVGN6_momi_rep1_PER476_42,PER476,NA,26.25825397,NA
202232DVGN6_momi_rep1_PER481_37,PER481,NA,16.21,NA
202232DVGN6_momi_rep1_PER484_97,PER484,NA,23.70108814,NA
202232DVGN6_momi_rep1_PER520_80,PER520,NA,30.80679612,NA
202232DVGN6_momi_rep1_PER534_133,PER534,NA,31.65651807,NA
202232DVGN6_momi_rep1_PER556_164,PER556,NA,26.91085409,NA
202232DVGN6_momi_rep1_PER584_84,PER584,NA,26.09704632,NA
202232DVGN6_momi_rep1_PER589_6,PER589,NA,27.76698957,NA
202232DVGN6_momi_rep1_PER593_33,PER593,NA,34.34725636,NA
202232DVGN6_momi_rep1_PTR1_137,PTR1,NA,25.13943577,NA
202232DVGN6_momi_rep1_PTR5_131,PTR5,NA,26.91085409,NA
202232DVGN6_momi_rep1_SM2775-4_31,SM2775-4_is_Bellotti,NA,38.28272562,NA
202232DVGN6_momi_rep1_SM2775-4_61,SM2775-4_is_Bellotti,NA,39.28154559,NA
202232DVGN6_momi_rep1_SM2828-28_86,SM2828-28,NA,39.35761119,NA
202232DVGN6_momi_rep1_SMB2446-2_181,SMB2446-2_is_Caiseli,NA,36.73277242,NA
202232DVGN6_momi_rep1_TAI8_106,TAI8_is_TAI,NA,33.55055479,NA
202232DVGN6_momi_rep1_USA2_127,USA2,NA,28.33758708,NA
202232DVGN6_momi_rep1_USA5_157,USA5,NA,36.5282347,NA
202232DVGN6_momi_rep1_VEN128_120,VEN128,NA,33.14557196,NA
202232DVGN6_momi_rep1_VEN149_7,VEN149,NA,32.81004714,NA
202232DVGN6_momi_rep1_VEN151_155,VEN151,NA,35.85181234,NA
202232DVGN6_momi_rep1_VEN180_77,VEN180,NA,30.54603828,NA
202232DVGN6_momi_rep1_VEN192_94,VEN192,NA,35.81564496,NA
202232DVGN6_momi_rep1_VEN208_51,VEN208,NA,30.34341015,NA
202232DVGN6_momi_rep1_VEN25_11,VEN25,NA,35.60388213,NA
202232DVGN6_momi_rep1_VEN312_128,VEN312,NA,34.99545455,NA
202232DVGN6_momi_rep2_ARG55_348,ARG55,NA,33.25877873,NA
202232DVGN6_momi_rep2_ARG62_268,ARG62,NA,33.53857766,NA
202232DVGN6_momi_rep2_ARG65_344,ARG65,NA,30.9422426,NA
202232DVGN6_momi_rep2_ARG67_302,ARG67,NA,29.66066908,NA
202232DVGN6_momi_rep2_ARG74_353,ARG74,NA,33.66428571,NA
202232DVGN6_momi_rep2_ARG97_227,ARG97,NA,29.91981588,NA
202232DVGN6_momi_rep2_BOL1_194,BOL1,NA,27.05099532,NA
202232DVGN6_momi_rep2_BRA1001_237,BRA1001,NA,33.93411438,NA
202232DVGN6_momi_rep2_BRA1022_301,BRA1022,NA,32.77693319,NA
202232DVGN6_momi_rep2_BRA1081_267,BRA1081,NA,36.54553732,NA
202232DVGN6_momi_rep2_BRA108_366,BRA108,NA,34.23674093,NA
202232DVGN6_momi_rep2_BRA1132_229,BRA1132,NA,31.18785633,NA
202232DVGN6_momi_rep2_BRA1139_351,BRA1139,NA,30.06082341,NA
202232DVGN6_momi_rep2_BRA1143_342,BRA1143,NA,19.99095563,NA
202232DVGN6_momi_rep2_BRA1177_297,BRA1177,NA,31.03956547,NA
202232DVGN6_momi_rep2_BRA1243_273,BRA1243,NA,33.79444444,NA
202232DVGN6_momi_rep2_BRA130_290,BRA130,NA,29.97173913,NA
202232DVGN6_momi_rep2_BRA1310_188,BRA1310,NA,33.02728264,NA
202232DVGN6_momi_rep2_BRA1320_253,BRA1320,NA,35.09265301,NA
202232DVGN6_momi_rep2_BRA134_345,BRA134,NA,34.49501992,NA
202232DVGN6_momi_rep2_BRA136_314,BRA136,NA,17.88936331,NA
202232DVGN6_momi_rep2_BRA1410_288,BRA1410,NA,32.71564417,NA
202232DVGN6_momi_rep2_BRA1412_347,BRA1412,NA,36.23249567,NA
202232DVGN6_momi_rep2_BRA144_363,BRA144,NA,37.0808239,NA
202232DVGN6_momi_rep2_BRA147_260,BRA147,NA,35.77022472,NA
202232DVGN6_momi_rep2_BRA162_293,BRA162,NA,31.78567663,NA
202232DVGN6_momi_rep2_BRA163_339,BRA163,NA,37.37114038,NA
202232DVGN6_momi_rep2_BRA172_250,BRA172,NA,34.19104877,NA
202232DVGN6_momi_rep2_BRA190_361,BRA190,NA,31.33647526,NA
202232DVGN6_momi_rep2_BRA1A_355,BRA1A,NA,36.91930533,NA
202232DVGN6_momi_rep2_BRA222_202,BRA222,NA,38.43859544,NA
202232DVGN6_momi_rep2_BRA223_278,BRA223,NA,39.65913067,NA
202232DVGN6_momi_rep2_BRA253_277,BRA253,NA,32.24515419,NA
202232DVGN6_momi_rep2_BRA254_334,BRA254,NA,28.12204301,NA
202232DVGN6_momi_rep2_BRA327_190,BRA327,NA,30.04656372,NA
202232DVGN6_momi_rep2_BRA334_255,BRA334,NA,31.90987909,NA
202232DVGN6_momi_rep2_BRA335_298,BRA335,NA,33.22902822,NA
202232DVGN6_momi_rep2_BRA354_189,BRA354,NA,19.94410132,NA
202232DVGN6_momi_rep2_BRA467_328,BRA467,NA,30.23926905,NA
202232DVGN6_momi_rep2_BRA486_333,BRA486,NA,30.97084045,NA
202232DVGN6_momi_rep2_BRA512_235,BRA512,NA,31.26570796,NA
202232DVGN6_momi_rep2_BRA538_198,BRA538,NA,34.31701337,NA
202232DVGN6_momi_rep2_BRA563_280,BRA563,NA,33.08094799,NA
202232DVGN6_momi_rep2_BRA707_356,BRA707,NA,20.32346101,NA
202232DVGN6_momi_rep2_BRA71_258,BRA71,NA,32.98410138,NA
202232DVGN6_momi_rep2_BRA787_336,BRA787,NA,30.59727273,NA
202232DVGN6_momi_rep2_BRA803_365,BRA803,NA,31.27255541,NA
202232DVGN6_momi_rep2_BRA872_349,BRA872,NA,20.51905941,NA
202232DVGN6_momi_rep2_BRA890_244,BRA890,NA,32.76742001,NA
202232DVGN6_momi_rep2_BRA894_263,BRA894,NA,26.26802853,NA
202232DVGN6_momi_rep2_BRA899_201,BRA899,NA,33.36659908,NA
202232DVGN6_momi_rep2_BRA93_284,BRA93,NA,30.59727273,NA
202232DVGN6_momi_rep2_BRA974_211,BRA974,NA,29.08814544,NA
202232DVGN6_momi_rep2_BRA997_196,BRA997,NA,27.86104294,NA
202232DVGN6_momi_rep2_CG1141-1_308,CG1141-1_is_Costena,NA,36.32137222,NA
202232DVGN6_momi_rep2_CM4919-1_360,CM4919-1_is_Veronica,NA,34.73930995,NA
202232DVGN6_momi_rep2_COL1030_330,COL1030,NA,NA,NA
202232DVGN6_momi_rep2_COL113_341,COL113,NA,27.79680976,NA
202232DVGN6_momi_rep2_COL1185_322,COL1185,NA,31.16569674,NA
202232DVGN6_momi_rep2_COL1292_289,COL1292,NA,33.85959615,NA
202232DVGN6_momi_rep2_COL1326_279,COL1326,NA,17.80858586,NA
202232DVGN6_momi_rep2_COL1357_208,COL1357,NA,35.05951239,NA
202232DVGN6_momi_rep2_COL1389_216,COL1389,NA,30.62457306,NA
202232DVGN6_momi_rep2_COL1398_261,COL1398,NA,26.5226817,NA
202232DVGN6_momi_rep2_COL1489_251,COL1489,NA,28.81099865,NA
202232DVGN6_momi_rep2_COL1490_271,COL1490,NA,26.86461412,NA
202232DVGN6_momi_rep2_COL1516_269,COL1516,NA,31.39845972,NA
202232DVGN6_momi_rep2_COL1517_274,COL1517,NA,33.49890756,NA
202232DVGN6_momi_rep2_COL1535_323,COL1535,NA,33.29019812,NA
202232DVGN6_momi_rep2_COL1722_240,COL1722,NA,34.77681564,NA
202232DVGN6_momi_rep2_COL1734_213,COL1734,NA,36.36419624,NA
202232DVGN6_momi_rep2_COL1752_199,COL1752,NA,35.00507745,NA
202232DVGN6_momi_rep2_COL1786_316,COL1786,NA,31.80750157,NA
202232DVGN6_momi_rep2_COL191_285,COL191,NA,30.83907563,NA
202232DVGN6_momi_rep2_COL2007_309,COL2007,NA,29.20149254,NA
202232DVGN6_momi_rep2_COL2011_230,COL2011,NA,32.92068323,NA
202232DVGN6_momi_rep2_COL2019_327,COL2019,NA,21.89337017,NA
202232DVGN6_momi_rep2_COL2054_358,COL2054,NA,33.92336266,NA
202232DVGN6_momi_rep2_COL2059_304,COL2059,NA,27.86104294,NA
202232DVGN6_momi_rep2_COL2131_203,COL2131,NA,31.79303864,NA
202232DVGN6_momi_rep2_COL2144_281,COL2144,NA,35.44681722,NA
202232DVGN6_momi_rep2_COL2182_238,COL2182,NA,32.6299117,NA
202232DVGN6_momi_rep2_COL2215_215,COL2215_is_Venezolana,NA,39.85804598,NA
202232DVGN6_momi_rep2_COL22_313,COL22,NA,30.59727273,NA
202232DVGN6_momi_rep2_COL223_226,COL223,NA,35.55331788,NA
202232DVGN6_momi_rep2_COL2253_249,COL2253,NA,37.5702454,NA
202232DVGN6_momi_rep2_COL226B_275,COL226B,NA,25.95424628,NA
202232DVGN6_momi_rep2_COL2318_307,COL2318,NA,27.29077692,NA
202232DVGN6_momi_rep2_COL2331_367,COL2331,NA,20.71740506,NA
202232DVGN6_momi_rep2_COL2353_368,COL2353,NA,34.27098765,NA
202232DVGN6_momi_rep2_COL2361_212,COL2361,NA,25.59830508,NA
202232DVGN6_momi_rep2_COL2387_343,COL2387,NA,28.92134805,NA
202232DVGN6_momi_rep2_COL2436_305,COL2436,NA,28.21840317,NA
202232DVGN6_momi_rep2_COL2493_241,COL2493,NA,28.53623088,NA
202232DVGN6_momi_rep2_COL2510_338,COL2510,NA,36.41898839,NA
202232DVGN6_momi_rep2_COL2526_222,COL2526,NA,29.57669048,NA
202232DVGN6_momi_rep2_COL2627_357,COL2627,NA,28.14935795,NA
202232DVGN6_momi_rep2_COL282_295,COL282,NA,33.51576862,NA
202232DVGN6_momi_rep2_COL32_294,COL32,NA,35.77022472,NA
202232DVGN6_momi_rep2_COL40_248,COL40,NA,34.24217059,NA
202232DVGN6_momi_rep2_COL508_270,COL508,NA,34.19273311,NA
202232DVGN6_momi_rep2_COL589_300,COL589,NA,32.18119266,NA
202232DVGN6_momi_rep2_COL608_276,COL608,NA,30.41656816,NA
202232DVGN6_momi_rep2_COL621_292,COL621,NA,37.11226415,NA
202232DVGN6_momi_rep2_COL87_243,COL87,NA,29.79098074,NA
202232DVGN6_momi_rep2_COL941_204,COL941,NA,23.23955582,NA
202232DVGN6_momi_rep2_COL948C_306,COL948C,NA,36.80745534,NA
202232DVGN6_momi_rep2_CR22_262,CR22,NA,29.92558358,NA
202232DVGN6_momi_rep2_CR28_193,CR28,NA,NA,NA
202232DVGN6_momi_rep2_CR63_252,CR63,NA,31.99308527,NA
202232DVGN6_momi_rep2_CR77_331,CR77,NA,36.68830268,NA
202232DVGN6_momi_rep2_CUB29_282,CUB29,NA,33.97224469,NA
202232DVGN6_momi_rep2_CUB39_321,CUB39,NA,24.94512987,NA
202232DVGN6_momi_rep2_CUB42_232,CUB42,NA,31.07627824,NA
202232DVGN6_momi_rep2_CUB56_205,CUB56,NA,33.59115607,NA
202232DVGN6_momi_rep2_CUB65_187,CUB65,NA,33.50758564,NA
202232DVGN6_momi_rep2_DOM2_287,DOM2,NA,31.45352388,NA
202232DVGN6_momi_rep2_DOM3_303,DOM3,NA,30.8767503,NA
202232DVGN6_momi_rep2_ECU104_319,ECU104,NA,28.73417266,NA
202232DVGN6_momi_rep2_ECU122_223,ECU122,NA,30.17411765,NA
202232DVGN6_momi_rep2_ECU31_254,ECU31,NA,31.36368847,NA
202232DVGN6_momi_rep2_ECU3_324,ECU3,NA,35.02782231,NA
202232DVGN6_momi_rep2_ECU43_315,ECU43,NA,24.40469256,NA
202232DVGN6_momi_rep2_ECU71_225,ECU71,NA,36.09702504,NA
202232DVGN6_momi_rep2_ECU72_265,ECU72,NA,30.37918048,NA
202232DVGN6_momi_rep2_GUA1_236,GUA1,NA,31.10098468,NA
202232DVGN6_momi_rep2_GUA32_332,GUA32,NA,28.84594241,NA
202232DVGN6_momi_rep2_GUA58_234,GUA58,NA,26.92803539,NA
202232DVGN6_momi_rep2_MEX1_257,MEX1,NA,31.9137552,NA
202232DVGN6_momi_rep2_MEX23_242,MEX23,NA,29.40699278,NA
202232DVGN6_momi_rep2_MEX59_207,MEX59,NA,33.36133005,NA
202232DVGN6_momi_rep2_MEX65_192,MEX65,NA,32.37814752,NA
202232DVGN6_momi_rep2_MEX80_346,MEX80,NA,36.36314703,NA
202232DVGN6_momi_rep2_MEX95_228,MEX95,NA,34.88664596,NA
202232DVGN6_momi_rep2_PAN12B_318,PAN12B,NA,32.40984252,NA
202232DVGN6_momi_rep2_PAN7_326,PAN7,NA,25.89938776,NA
202232DVGN6_momi_rep2_PAR100_296,PAR100,NA,33.65499603,NA
202232DVGN6_momi_rep2_PAR110_291,PAR110,NA,33.79444444,NA
202232DVGN6_momi_rep2_PAR114_256,PAR114,NA,29.97173913,NA
202232DVGN6_momi_rep2_PAR128_340,PAR128,NA,25.03192568,NA
202232DVGN6_momi_rep2_PAR23_311,PAR23,NA,26.610746,NA
202232DVGN6_momi_rep2_PAR36_266,PAR36,NA,28.46582492,NA
202232DVGN6_momi_rep2_PAR41_214,PAR41,NA,33.69167154,NA
202232DVGN6_momi_rep2_PAR81_364,PAR81,NA,33.07597889,NA
202232DVGN6_momi_rep2_PAR88_286,PAR88,NA,29.62186441,NA
202232DVGN6_momi_rep2_PAR9_217,PAR9,NA,33.63345159,NA
202232DVGN6_momi_rep2_PER222_210,PER222,NA,30.49270139,NA
202232DVGN6_momi_rep2_PER226_337,PER226,NA,34.17098501,NA
202232DVGN6_momi_rep2_PER234_283,PER234,NA,27.18283891,NA
202232DVGN6_momi_rep2_PER259_264,PER259,NA,23.75708092,NA
202232DVGN6_momi_rep2_PER297_310,PER297,NA,31.77526211,NA
202232DVGN6_momi_rep2_PER328_335,PER328,NA,24.08210594,NA
202232DVGN6_momi_rep2_PER342_259,PER342,NA,30.31237624,NA
202232DVGN6_momi_rep2_PER349_320,PER349,NA,36.2472103,NA
202232DVGN6_momi_rep2_PER405_191,PER405,NA,26.56796043,NA
202232DVGN6_momi_rep2_PER415_312,PER415,NA,30.43402508,NA
202232DVGN6_momi_rep2_PER418_231,PER418,NA,29.43916409,NA
202232DVGN6_momi_rep2_PER457_220,PER457,NA,30.8718221,NA
202232DVGN6_momi_rep2_PER476_362,PER476,NA,27.6961566,NA
202232DVGN6_momi_rep2_PER481_209,PER481,NA,16.21,NA
202232DVGN6_momi_rep2_PER484_329,PER484,NA,25.9744391,NA
202232DVGN6_momi_rep2_PER520_325,PER520,NA,21.91601741,NA
202232DVGN6_momi_rep2_PER534_186,PER534,NA,38.57571333,NA
202232DVGN6_momi_rep2_PER556_197,PER556,NA,18.89237288,NA
202232DVGN6_momi_rep2_PER584_200,PER584,NA,32.12308654,NA
202232DVGN6_momi_rep2_PER589_239,PER589,NA,29.50555556,NA
202232DVGN6_momi_rep2_PER593_272,PER593,NA,31.61584071,NA
202232DVGN6_momi_rep2_PTR1_218,PTR1,NA,27.16338239,NA
202232DVGN6_momi_rep2_PTR5_246,PTR5,NA,28.66778426,NA
202232DVGN6_momi_rep2_SM2775-4_350,SM2775-4_is_Bellotti,NA,39.1346228,NA
202232DVGN6_momi_rep2_SM2775-4_359,SM2775-4_is_Bellotti,NA,39.28154559,NA
202232DVGN6_momi_rep2_SM2828-28_247,SM2828-28,NA,36.6537037,NA
202232DVGN6_momi_rep2_SMB2446-2_195,SMB2446-2_is_Caiseli,NA,39.02997047,NA
202232DVGN6_momi_rep2_TAI8_221,TAI8_is_TAI,NA,37.29819427,NA
202232DVGN6_momi_rep2_USA2_317,USA2,NA,27.11152019,NA
202232DVGN6_momi_rep2_USA5_299,USA5,NA,31.80589661,NA
202232DVGN6_momi_rep2_VEN128_352,VEN128,NA,34.34654631,NA
202232DVGN6_momi_rep2_VEN149_219,VEN149,NA,35.03928979,NA
202232DVGN6_momi_rep2_VEN151_354,VEN151,NA,36.80372942,NA
202232DVGN6_momi_rep2_VEN180_206,VEN180,NA,35.85713587,NA
202232DVGN6_momi_rep2_VEN192_185,VEN192,NA,37.24237473,NA
202232DVGN6_momi_rep2_VEN208_224,VEN208,NA,33.36659908,NA
202232DVGN6_momi_rep2_VEN25_233,VEN25,NA,33.70145426,NA
202232DVGN6_momi_rep2_VEN312_245,VEN312,NA,32.18119266,NA
202101DVGN6_ciat_rep1_ARG55_29,ARG55,38.78830941,35.35495096,40.7060394
202101DVGN6_ciat_rep1_ARG65_109,ARG65,NA,35.61666667,NA
202101DVGN6_ciat_rep1_ARG67_78,ARG67,34.31211061,34.36616349,35.742485
202101DVGN6_ciat_rep1_BOL1_114,BOL1,32.19255522,35.38548387,33.1076279
202101DVGN6_ciat_rep1_BRA1001_136,BRA1001,39.68998381,38.91995516,39.3116951
202101DVGN6_ciat_rep1_BRA1081_103,BRA1081,33.88921273,36.94751724,33.2322426
202101DVGN6_ciat_rep1_BRA108_77,BRA108,38.00200534,37.85285911,37.6015511
202101DVGN6_ciat_rep1_BRA1132_99,BRA1132,36.813812,32.29033178,37.6576767
202101DVGN6_ciat_rep1_BRA1139_117,BRA1139,31.7816809,34.57660736,31.64715
202101DVGN6_ciat_rep1_BRA1177_132,BRA1177,38.06841159,34.7179972,37.9599762
202101DVGN6_ciat_rep1_BRA1243_18,BRA1243,37.9145589,38.80441453,37.5171356
202101DVGN6_ciat_rep1_BRA130_88,BRA130,40.98775203,33.60403357,39.9307404
202101DVGN6_ciat_rep1_BRA1310_96,BRA1310,41.4469794,36.60253304,41.3364372
202101DVGN6_ciat_rep1_BRA136_8,BRA136,27.78931686,31.44761678,27.3602829
202101DVGN6_ciat_rep1_BRA1410_42,BRA1410,NA,33.28622351,NA
202101DVGN6_ciat_rep1_BRA144_34,BRA144,40.8545494,38.03896552,40.6228714
202101DVGN6_ciat_rep1_BRA147_102,BRA147,34.76519339,34.83494412,35.3750801
202101DVGN6_ciat_rep1_BRA162_129,BRA162,34.64485213,31.48355236,34.7998123
202101DVGN6_ciat_rep1_BRA163_87,BRA163,38.8115042,37.02412266,40.2434425
202101DVGN6_ciat_rep1_BRA190_58,BRA190,36.75123116,31.01129496,38.0696716
202101DVGN6_ciat_rep1_BRA1A_35,BRA1A,44.32693622,37.07846633,45.2633629
202101DVGN6_ciat_rep1_BRA222_43,BRA222,34.56921761,33.1115534,35.484108
202101DVGN6_ciat_rep1_BRA223_15,BRA223,40.88422439,32.44037452,40.6390152
202101DVGN6_ciat_rep1_BRA254_13,BRA254,NA,NA,NA
202101DVGN6_ciat_rep1_BRA327_89,BRA327,32.13503737,35.28925811,34.6104393
202101DVGN6_ciat_rep1_BRA334_52,BRA334,40.78147041,37.06865644,40.8888168
202101DVGN6_ciat_rep1_BRA335_48,BRA335,37.16502748,37.90945946,37.0317917
202101DVGN6_ciat_rep1_BRA512_4,BRA512,39.09697049,37.05082305,38.8222008
202101DVGN6_ciat_rep1_BRA563_11,BRA563,34.4270777,35.46596958,35.7457809
202101DVGN6_ciat_rep1_BRA707_68,BRA707,31.57073503,30.79368601,32.0596695
202101DVGN6_ciat_rep1_BRA787_6,BRA787,39.34518052,37.42010309,39.4076462
202101DVGN6_ciat_rep1_BRA872_69,BRA872,25.92966219,30.43518246,28.3568172
202101DVGN6_ciat_rep1_BRA890_128,BRA890,36.74885541,38.4429003,36.4502182
202101DVGN6_ciat_rep1_BRA894_27,BRA894,33.00373537,35.83914729,34.1404228
202101DVGN6_ciat_rep1_BRA899_32,BRA899,39.13123031,37.45094518,39.3929176
202101DVGN6_ciat_rep1_BRA93_122,BRA93,35.37949262,38.16044521,34.9355087
202101DVGN6_ciat_rep1_BRA974_10,BRA974,32.92083325,34.46052189,34.9927139
202101DVGN6_ciat_rep1_CG1141-1_75,CG1141-1_is_Costena,NA,38.05217918,NA
202101DVGN6_ciat_rep1_CM4919-1_56,CM4919-1_is_Veronica,NA,37.61337611,NA
202101DVGN6_ciat_rep1_COL1030_72,COL1030,27.39206276,26.81470337,28.8668823
202101DVGN6_ciat_rep1_COL1185_16,COL1185,37.20935039,34.50193855,37.44133
202101DVGN6_ciat_rep1_COL1292_12,COL1292,41.478534,37.33790932,41.3061333
202101DVGN6_ciat_rep1_COL1326_22,COL1326,30.57430882,31.25267192,31.1787205
202101DVGN6_ciat_rep1_COL1357_5,COL1357,37.21836035,34.90576082,36.7876205
