plot_name,accession_name,DM_raw,DM_gravity,DM_nirs
202101DVGN6_ciat_rep1_COL1389_33,COL1389,36.35817035,34.56023408,37.4494972
202101DVGN6_ciat_rep1_COL1398_7,COL1398,35.04783301,35.77022472,35.6515083
202101DVGN6_ciat_rep1_COL1489_126,COL1489,33.49378987,31.35016353,34.3350449
202101DVGN6_ciat_rep1_COL1490_112,COL1490,33.51526254,37.12483165,34.3333092
202101DVGN6_ciat_rep1_COL1516_83,COL1516,35.23449976,34.9086284,35.1624947
202101DVGN6_ciat_rep1_COL1535_55,COL1535,35.79415659,37.79090909,37.3514328
202101DVGN6_ciat_rep1_COL1722_86,COL1722,40.10330454,29.1507636,38.9719582
202101DVGN6_ciat_rep1_COL1734_2,COL1734,38.4648195,39.7927289,38.3886566
202101DVGN6_ciat_rep1_COL1752_46,COL1752,40.32782338,38.81857143,38.9742661
202101DVGN6_ciat_rep1_COL1786_40,COL1786,39.03839267,33.63616862,38.9176826
202101DVGN6_ciat_rep1_COL191_130,COL191,32.64916284,32.88075106,34.6002502
202101DVGN6_ciat_rep1_COL2007_67,COL2007,32.59414057,32.51712402,33.5679779
202101DVGN6_ciat_rep1_COL2011_71,COL2011,41.87060803,35.99979712,41.8558044
202101DVGN6_ciat_rep1_COL2019_20,COL2019,26.84607579,27.3008183,28.1274147
202101DVGN6_ciat_rep1_COL2054_24,COL2054,36.63142043,38.49616756,36.4620056
202101DVGN6_ciat_rep1_COL2059_73,COL2059,39.48418731,40.33617064,42.1502876
202101DVGN6_ciat_rep1_COL2144_63,COL2144,NA,NA,NA
202101DVGN6_ciat_rep1_COL2182_3,COL2182,38.58672197,34.10512367,39.173748
202101DVGN6_ciat_rep1_COL2215_64,COL2215_is_Venezolana,NA,39.73513514,NA
202101DVGN6_ciat_rep1_COL226B_120,COL226B,36.94552119,34.66712159,36.9990616
202101DVGN6_ciat_rep1_COL2331_84,COL2331,28.86722459,31.9955243,29.5946083
202101DVGN6_ciat_rep1_COL2353_107,COL2353,36.34239022,38.38379121,36.3434753
202101DVGN6_ciat_rep1_COL2361_9,COL2361,32.86662915,34.30245563,33.2642174
202101DVGN6_ciat_rep1_COL2387_31,COL2387,37.16508333,34.09554795,38.0807724
202101DVGN6_ciat_rep1_COL2426_118,COL2426,37.56978644,36.57748855,37.7192192
202101DVGN6_ciat_rep1_COL2493_57,COL2493,28.51697194,32.12308654,29.4052544
202101DVGN6_ciat_rep1_COL2510_79,COL2510,34.09468187,32.67441614,34.6103935
202101DVGN6_ciat_rep1_COL2526_28,COL2526,31.03155365,33.55552536,32.1927071
202101DVGN6_ciat_rep1_COL2627_121,COL2627,37.43245244,34.24735995,38.5001984
202101DVGN6_ciat_rep1_COL282_25,COL282,35.66817747,35.1845191,35.1920395
202101DVGN6_ciat_rep1_COL304_95,COL304,40.29914519,26.50555556,38.7224922
202101DVGN6_ciat_rep1_COL32_81,COL32,39.14724509,35.84425479,40.3606758
202101DVGN6_ciat_rep1_COL40_100,COL40,34.29765826,35.77022472,35.7284775
202101DVGN6_ciat_rep1_COL508_49,COL508,39.81123898,36.60968801,39.6565628
202101DVGN6_ciat_rep1_COL621_97,COL621,33.72342911,36.64865914,34.111908
202101DVGN6_ciat_rep1_COL941_127,COL941,27.13426542,30.464739,29.557024
202101DVGN6_ciat_rep1_COL948C_61,COL948C,40.23924123,27.0111276,39.6851768
202101DVGN6_ciat_rep1_COL986_1,COL986,31.27066192,30.56140542,32.1621513
202101DVGN6_ciat_rep1_CR22_41,CR22,30.61107177,35.46517551,31.2727242
202101DVGN6_ciat_rep1_CR28_108,CR28,36.24911871,38.1058669,36.0944061
202101DVGN6_ciat_rep1_CR77_85,CR77,31.65199204,33.51576862,31.9688702
202101DVGN6_ciat_rep1_CUB29_36,CUB29,36.7803229,36.38712056,36.8880005
202101DVGN6_ciat_rep1_CUB39_21,CUB39,31.48093819,33.92479615,31.5072765
202101DVGN6_ciat_rep1_CUB56_19,CUB56,37.09336914,36.12350993,37.8035812
202101DVGN6_ciat_rep1_CUB65_134,CUB65,41.47853873,41.69756554,41.7390823
202101DVGN6_ciat_rep1_DOM3_123,DOM3,40.8133221,40.71929204,39.8107414
202101DVGN6_ciat_rep1_ECU104_110,ECU104,26.84607379,31.72183623,27.2845688
202101DVGN6_ciat_rep1_ECU31_98,ECU31,35.83113278,35.44149618,39.1243858
202101DVGN6_ciat_rep1_ECU3_45,ECU3,40.27247225,36.60968801,41.2534752
202101DVGN6_ciat_rep1_ECU43_131,ECU43,38.47580235,36.68144279,37.7460251
202101DVGN6_ciat_rep1_ECU71_91,ECU71,40.07720278,38.95648113,39.7910728
202101DVGN6_ciat_rep1_ECU72_94,ECU72,39.9015889,34.7527248,39.4237595
202101DVGN6_ciat_rep1_GUA1_124,GUA1,29.34683538,32.46915906,30.5870056
202101DVGN6_ciat_rep1_GUA32_105,GUA32,35.16878449,35.9925,35.9034042
202101DVGN6_ciat_rep1_MEX1_59,MEX1,32.20233339,34.32409639,31.4366283
202101DVGN6_ciat_rep1_MEX23_37,MEX23,32.16813118,34.34654631,33.1961021
202101DVGN6_ciat_rep1_MEX59_14,MEX59,36.29702062,35.84425479,36.3088303
202101DVGN6_ciat_rep1_MEX65_104,MEX65,39.90220993,38.40459842,38.4071922
202101DVGN6_ciat_rep1_MEX80_50,MEX80,35.36394565,33.52991726,35.3389168
202101DVGN6_ciat_rep1_PAN7_26,PAN7,NA,NA,NA
202101DVGN6_ciat_rep1_PAR100_119,PAR100,37.41479483,35.23163462,35.1422844
202101DVGN6_ciat_rep1_PAR101_66,PAR101,35.07278897,29.83828549,36.5017853
202101DVGN6_ciat_rep1_PAR114_51,PAR114,34.06667315,34.09097808,35.2992325
202101DVGN6_ciat_rep1_PAR128_106,PAR128,32.64961901,27.0692351,33.4036636
202101DVGN6_ciat_rep1_PAR23_125,PAR23,38.40317944,38.26973375,36.5167542
202101DVGN6_ciat_rep1_PAR36_70,PAR36,34.94954353,33.59927858,37.7134743
202101DVGN6_ciat_rep1_PAR41_76,PAR41,35.57091151,30.36398531,35.0909309
202101DVGN6_ciat_rep1_PAR81_60,PAR81,35.33968566,33.12328244,34.5395546
202101DVGN6_ciat_rep1_PER226_111,PER226,36.07389123,34.44814126,34.539856
202101DVGN6_ciat_rep1_PER234_62,PER234,37.80806025,30.95538177,37.2014885
202101DVGN6_ciat_rep1_PER297_23,PER297,38.67133265,35.77022472,37.7950134
202101DVGN6_ciat_rep1_PER328_113,PER328,33.38697416,32.55423174,34.2970047
202101DVGN6_ciat_rep1_PER349_74,PER349,43.85553968,36.27112676,42.0607147
202101DVGN6_ciat_rep1_PER415_47,PER415,39.0119532,34.57946429,40.337635
202101DVGN6_ciat_rep1_PER484_116,PER484,32.61768726,32.8960288,33.2350616
202101DVGN6_ciat_rep1_PER503_92,PER503,33.58920364,28.71435781,34.3623886
202101DVGN6_ciat_rep1_PER534_80,PER534,37.93040674,36.7154485,37.8176537
202101DVGN6_ciat_rep1_PER556_65,PER556,31.78284764,33.42557687,32.7131004
202101DVGN6_ciat_rep1_PER584_30,PER584,39.32131842,34.5940678,39.0431519
202101DVGN6_ciat_rep1_PER589_17,PER589,34.1251531,30.91174863,35.5461235
202101DVGN6_ciat_rep1_PER593_135,PER593,39.53207947,36.21845215,39.496048
202101DVGN6_ciat_rep1_PTR1_82,PTR1,33.52965151,29.8307377,33.5080681
202101DVGN6_ciat_rep1_PTR5_39,PTR5,32.12235938,30.57485392,32.382019
202101DVGN6_ciat_rep1_SM2775-4_38,SM2775-4_is_Bellotti,NA,41.00573081,NA
202101DVGN6_ciat_rep1_SMB2446-2_115,SMB2446-2_is_Caiseli,NA,41.4207256,NA
202101DVGN6_ciat_rep1_TAI8_90,TAI8_is_TAI,NA,32.87977893,NA
202101DVGN6_ciat_rep1_USA2_54,USA2,34.80160828,34.04290004,35.5060234
202101DVGN6_ciat_rep1_USA5_44,USA5,37.15392764,31.15121308,37.5451584
202101DVGN6_ciat_rep1_VEN128_133,VEN128,36.93043534,36.20505743,36.2904892
202101DVGN6_ciat_rep1_VEN208_101,VEN208,35.42721201,35.65447518,35.8213692
202101DVGN6_ciat_rep1_VEN25_93,VEN25,37.22710979,38.88319043,36.7569122
202101DVGN6_ciat_rep1_VEN312_53,VEN312,33.9292901,35.28925811,33.9441986
202101DVGN6_ciat_rep2_ARG55_206,ARG55,34.69927405,29.77903921,34.7652855
202101DVGN6_ciat_rep2_ARG65_161,ARG65,34.94485691,34.51042345,36.9451256
202101DVGN6_ciat_rep2_ARG67_171,ARG67,37.25226333,36.11095808,35.5428162
202101DVGN6_ciat_rep2_BOL1_194,BOL1,31.17017085,34.30266538,32.122757
202101DVGN6_ciat_rep2_BRA1001_196,BRA1001,38.9269383,38.08333333,38.0219955
202101DVGN6_ciat_rep2_BRA1081_208,BRA1081,33.71312751,38.38379121,35.1205597
202101DVGN6_ciat_rep2_BRA108_264,BRA108,37.83300639,39.61239028,36.6685219
202101DVGN6_ciat_rep2_BRA1132_179,BRA1132,33.58565793,36.56517039,34.5952225
202101DVGN6_ciat_rep2_BRA1139_175,BRA1139,36.24756852,32.50147059,35.2591438
202101DVGN6_ciat_rep2_BRA1177_252,BRA1177,38.5956694,34.41690265,38.1829491
202101DVGN6_ciat_rep2_BRA1243_267,BRA1243,32.48262478,34.38339713,31.7874508
202101DVGN6_ciat_rep2_BRA130_173,BRA130,36.55710543,33.87762535,36.9881096
202101DVGN6_ciat_rep2_BRA1310_193,BRA1310,39.40735348,34.71716642,39.0095978
202101DVGN6_ciat_rep2_BRA136_245,BRA136,25.04047098,31.93990093,27.319355
202101DVGN6_ciat_rep2_BRA1410_205,BRA1410,29.12441506,33.96159696,32.735424
202101DVGN6_ciat_rep2_BRA144_170,BRA144,40.13694965,37.88751119,39.3182144
202101DVGN6_ciat_rep2_BRA147_212,BRA147,38.05295175,36.8252403,37.792942
202101DVGN6_ciat_rep2_BRA162_148,BRA162,33.75937824,31.63364407,35.0025864
202101DVGN6_ciat_rep2_BRA163_242,BRA163,37.94072933,38.53418688,37.3898506
202101DVGN6_ciat_rep2_BRA190_163,BRA190,32.72537003,32.71165846,34.6200218
202101DVGN6_ciat_rep2_BRA1A_220,BRA1A,41.96460708,38.59416873,42.441555
202101DVGN6_ciat_rep2_BRA222_210,BRA222,34.17910824,34.22255021,33.8999596
202101DVGN6_ciat_rep2_BRA223_201,BRA223,35.16441335,32.89333821,34.0136147
202101DVGN6_ciat_rep2_BRA254_240,BRA254,29.94940301,33.02656477,30.3621616
202101DVGN6_ciat_rep2_BRA327_155,BRA327,32.30341058,35.49401105,32.0980263
202101DVGN6_ciat_rep2_BRA334_249,BRA334,40.93560387,38.23133581,39.9344482
202101DVGN6_ciat_rep2_BRA335_243,BRA335,35.5342941,40.46532625,35.270298
202101DVGN6_ciat_rep2_BRA512_223,BRA512,36.42609466,38.71527698,35.6651039
202101DVGN6_ciat_rep2_BRA563_167,BRA563,36.18929027,36.19685105,35.3507233
202101DVGN6_ciat_rep2_BRA707_265,BRA707,28.58774952,34.14155152,29.0460644
202101DVGN6_ciat_rep2_BRA787_198,BRA787,37.1460988,38.45309834,37.4257355
202101DVGN6_ciat_rep2_BRA872_172,BRA872,25.3421031,29.01206416,27.2118549
202101DVGN6_ciat_rep2_BRA890_190,BRA890,33.19823541,36.13903704,34.6592865
202101DVGN6_ciat_rep2_BRA894_191,BRA894,32.56980648,36.01630566,32.890358
202101DVGN6_ciat_rep2_BRA899_255,BRA899,40.47727288,38.54411229,39.3804779
202101DVGN6_ciat_rep2_BRA93_248,BRA93,37.32792475,37.43789531,37.3588638
202101DVGN6_ciat_rep2_BRA974_199,BRA974,35.27836886,34.67555476,35.5338058
202101DVGN6_ciat_rep2_CG1141-1_153,CG1141-1_is_Costena,NA,37.4033607,NA
202101DVGN6_ciat_rep2_CM4919-1_263,CM4919-1_is_Veronica,NA,38.7189742,NA
202101DVGN6_ciat_rep2_COL1030_218,COL1030,NA,23.15616845,NA
202101DVGN6_ciat_rep2_COL1185_177,COL1185,34.39138991,32.30423729,34.8293953
202101DVGN6_ciat_rep2_COL1292_229,COL1292,34.715289,38.05817364,35.1056023
202101DVGN6_ciat_rep2_COL1326_259,COL1326,31.52424304,26.76066667,31.8147373
202101DVGN6_ciat_rep2_COL1357_209,COL1357,34.73606044,33.03321308,35.3035736
202101DVGN6_ciat_rep2_COL1389_138,COL1389,34.2234397,36.83498239,34.3895264
202101DVGN6_ciat_rep2_COL1398_231,COL1398,34.76215187,37.61401639,34.7247467
202101DVGN6_ciat_rep2_COL1489_224,COL1489,32.25455275,30.29992051,32.2019653
202101DVGN6_ciat_rep2_COL1490_145,COL1490,34.39013573,34.27753358,34.6002159
202101DVGN6_ciat_rep2_COL1516_266,COL1516,36.35517734,37.86525424,36.4684486
202101DVGN6_ciat_rep2_COL1535_157,COL1535,35.77989177,37.91378721,35.79319
202101DVGN6_ciat_rep2_COL1722_189,COL1722,39.88840476,38.67710207,40.4436913
202101DVGN6_ciat_rep2_COL1734_268,COL1734,39.01573601,38.30628124,38.6021004
202101DVGN6_ciat_rep2_COL1752_227,COL1752,42.02904365,39.58572854,40.5814705
202101DVGN6_ciat_rep2_COL1786_216,COL1786,34.44079352,32.67942932,34.7579308
202101DVGN6_ciat_rep2_COL191_226,COL191,33.43515407,32.83876812,34.2579422
202101DVGN6_ciat_rep2_COL2007_203,COL2007,33.05089369,33.66928826,34.7672768
202101DVGN6_ciat_rep2_COL2011_140,COL2011,40.43768414,36.16452174,41.1733971
202101DVGN6_ciat_rep2_COL2019_178,COL2019,31.8008125,30.11373821,33.2319565
202101DVGN6_ciat_rep2_COL2054_230,COL2054,37.98548175,38.47710652,36.6907387
202101DVGN6_ciat_rep2_COL2059_225,COL2059,37.81968772,40.50490026,37.8435249
202101DVGN6_ciat_rep2_COL2144_207,COL2144,NA,31.59834969,NA
202101DVGN6_ciat_rep2_COL2182_158,COL2182,37.710727,32.30423729,38.0957527
202101DVGN6_ciat_rep2_COL2215_141,COL2215_is_Venezolana,NA,39.85145033,NA
202101DVGN6_ciat_rep2_COL226B_237,COL226B,35.87871786,29.85946387,36.0952682
202101DVGN6_ciat_rep2_COL2331_165,COL2331,30.74702573,29.37624232,29.8208637
202101DVGN6_ciat_rep2_COL2353_174,COL2353,32.40573602,38.62450644,35.032547
202101DVGN6_ciat_rep2_COL2361_256,COL2361,29.28232966,32.77209302,28.9309826
202101DVGN6_ciat_rep2_COL2387_262,COL2387,33.40426127,36.238515,34.8471527
202101DVGN6_ciat_rep2_COL2426_241,COL2426,37.51326867,30.61806358,37.0268135
202101DVGN6_ciat_rep2_COL2493_219,COL2493,28.49020163,26.45229645,28.2728539
202101DVGN6_ciat_rep2_COL2510_147,COL2510,34.02167883,32.34835526,34.16008
202101DVGN6_ciat_rep2_COL2526_200,COL2526,29.77589362,30.72974351,30.1087379
202101DVGN6_ciat_rep2_COL2627_164,COL2627,30.14494854,33.04836815,30.3756485
202101DVGN6_ciat_rep2_COL282_222,COL282,31.87614179,36.58795987,33.6575241
202101DVGN6_ciat_rep2_COL304_168,COL304,35.71154876,29.17303986,36.1702309
202101DVGN6_ciat_rep2_COL32_251,COL32,37.4949333,40.35913374,37.4566956
202101DVGN6_ciat_rep2_COL40_253,COL40,33.95954294,38.45875332,37.6318741
202101DVGN6_ciat_rep2_COL508_269,COL508,38.80359078,38.58747871,37.4471321
202101DVGN6_ciat_rep2_COL621_260,COL621,32.62435822,36.80547945,33.0547981
202101DVGN6_ciat_rep2_COL941_142,COL941,18.91132176,23.71833025,21.9483643
202101DVGN6_ciat_rep2_COL948C_258,COL948C,38.17379262,37.62940988,37.8040657
202101DVGN6_ciat_rep2_COL986_183,COL986,32.67818419,31.34480422,33.8286095
202101DVGN6_ciat_rep2_CR22_186,CR22,30.33333582,36.87722719,31.9496193
202101DVGN6_ciat_rep2_CR28_250,CR28,38.14944421,35.28826861,37.394249
202101DVGN6_ciat_rep2_CR77_221,CR77,29.75076885,33.96376986,32.5160942
202101DVGN6_ciat_rep2_CUB29_238,CUB29,38.08877632,38.75873401,37.7700157
202101DVGN6_ciat_rep2_CUB39_162,CUB39,28.75713922,34.17838428,30.0069332
202101DVGN6_ciat_rep2_CUB56_169,CUB56,36.49482262,35.43785047,36.4258232
202101DVGN6_ciat_rep2_CUB65_156,CUB65,41.93922908,39.85804598,41.6180344
202101DVGN6_ciat_rep2_DOM3_257,DOM3,40.98752877,39.41247781,40.0908699
202101DVGN6_ciat_rep2_ECU104_214,ECU104,32.06809646,30.51682199,31.9001446
202101DVGN6_ciat_rep2_ECU31_244,ECU31,36.28259949,37.5188351,35.1424751
202101DVGN6_ciat_rep2_ECU3_143,ECU3,40.62306121,38.41604493,39.3387527
202101DVGN6_ciat_rep2_ECU43_246,ECU43,37.33027622,34.50925926,35.8041267
202101DVGN6_ciat_rep2_ECU71_254,ECU71,40.97654638,40.48300613,40.7194214
202101DVGN6_ciat_rep2_ECU72_146,ECU72,37.7194084,35.24695405,37.4851608
202101DVGN6_ciat_rep2_GUA1_149,GUA1,30.97578295,34.53685163,31.4059315
202101DVGN6_ciat_rep2_GUA32_235,GUA32,35.73156565,35.93515942,36.2285004
202101DVGN6_ciat_rep2_MEX1_213,MEX1,33.26229542,35.69173615,34.5388527
202101DVGN6_ciat_rep2_MEX23_247,MEX23,36.87188938,35.9925,36.3889122
202101DVGN6_ciat_rep2_MEX59_217,MEX59,37.47516531,33.89317799,37.2504921
202101DVGN6_ciat_rep2_MEX65_272,MEX65,37.35078554,38.1258486,37.8137398
202101DVGN6_ciat_rep2_MEX80_184,MEX80,34.25849685,36.80970382,33.5774422
202101DVGN6_ciat_rep2_PAN7_215,PAN7,39.27836523,34.72573423,38.5039444
202101DVGN6_ciat_rep2_PAR100_204,PAR100,35.71614393,34.66264717,36.7800407
202101DVGN6_ciat_rep2_PAR101_197,PAR101,31.96783048,29.39833333,33.8239098
202101DVGN6_ciat_rep2_PAR114_139,PAR114,34.95995267,35.96742712,35.9655838
202101DVGN6_ciat_rep2_PAR128_232,PAR128,32.58404268,23.42292225,32.3506393
202101DVGN6_ciat_rep2_PAR23_228,PAR23,35.62156142,34.86817755,34.9521103
202101DVGN6_ciat_rep2_PAR36_160,PAR36,34.72948608,34.94331284,33.7614326
202101DVGN6_ciat_rep2_PAR41_181,PAR41,35.8054496,35.08932253,35.6168671
202101DVGN6_ciat_rep2_PAR81_159,PAR81,34.81065099,33.0973406,35.157917
202101DVGN6_ciat_rep2_PER226_270,PER226,36.57903958,35.34601307,36.3345871
202101DVGN6_ciat_rep2_PER234_234,PER234,36.92565097,34.56751775,36.3518982
202101DVGN6_ciat_rep2_PER297_144,PER297,39.28848152,34.88025674,37.9941521
202101DVGN6_ciat_rep2_PER328_180,PER328,29.78189529,29.65765449,32.0107498
202101DVGN6_ciat_rep2_PER349_187,PER349,42.85398494,39.33524931,42.5373573
202101DVGN6_ciat_rep2_PER415_271,PER415,38.15996664,36.19117647,38.5130463
202101DVGN6_ciat_rep2_PER484_166,PER484,30.97392703,30.98705854,30.9508743
202101DVGN6_ciat_rep2_PER503_137,PER503,38.4346104,30.69481356,38.7487144
202101DVGN6_ciat_rep2_PER534_202,PER534,38.0012556,40.46798084,37.6453514
202101DVGN6_ciat_rep2_PER556_151,PER556,33.34360006,37.47518569,32.3555336
202101DVGN6_ciat_rep2_PER584_176,PER584,42.0696493,36.28869188,42.6525574
202101DVGN6_ciat_rep2_PER589_195,PER589,34.97557352,34.38087184,34.6117096
202101DVGN6_ciat_rep2_PER593_261,PER593,39.94978722,36.62172317,40.3493042
202101DVGN6_ciat_rep2_PTR1_154,PTR1,30.15310363,29.86380392,31.8159008
202101DVGN6_ciat_rep2_PTR5_182,PTR5,34.42885734,30.06686636,34.8471336
202101DVGN6_ciat_rep2_SM2775-4_152,SM2775-4_is_Bellotti,NA,42.05791982,NA
202101DVGN6_ciat_rep2_SMB2446-2_188,SMB2446-2_is_Caiseli,NA,41.85687747,NA
202101DVGN6_ciat_rep2_TAI8_185,TAI8_is_TAI,NA,37.24958194,NA
202101DVGN6_ciat_rep2_USA2_233,USA2,32.94348622,36.70856956,33.4541283
202101DVGN6_ciat_rep2_USA5_236,USA5,37.4410011,35.11073494,35.8961601
202101DVGN6_ciat_rep2_VEN128_239,VEN128,36.35950975,36.69616795,37.1027298
202101DVGN6_ciat_rep2_VEN208_150,VEN208,36.97319763,34.72978723,36.2989235
202101DVGN6_ciat_rep2_VEN25_211,VEN25,35.23612315,38.35291193,34.8437347
202101DVGN6_ciat_rep2_VEN312_192,VEN312,33.55062082,35.38163895,34.7297974
